age	workclass	education	marital_status	occupation	race	sex	native_country	class
40s	 Self-emp-not-inc	 Bachelors	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 <=50K
40s	 Private	 HS-grad	 Married-civ-spouse	 Machine-op-inspct	 White	 Male	 United-States	 >50K
50s	 Local-gov	 Assoc-voc	 Divorced	 Adm-clerical	 White	 Female	 United-States	 <=50K
50s	 State-gov	 Doctorate	 Married-civ-spouse	 Prof-specialty	 Asian-Pac-Islander	 Male	 India	 <=50K
20s	 Self-emp-not-inc	 HS-grad	 Never-married	 Farming-fishing	 White	 Male	 United-States	 <=50K
60s	 ?	 Masters	 Married-civ-spouse	 ?	 Black	 Male	 United-States	 >50K
30s	 Private	 Some-college	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 >50K
40s	 Private	 HS-grad	 Married-civ-spouse	 Transport-moving	 White	 Male	 United-States	 >50K
20s	 Private	 Some-college	 Never-married	 Other-service	 White	 Female	 United-States	 <=50K
30s	 Private	 Assoc-voc	 Married-civ-spouse	 Sales	 White	 Male	 United-States	 >50K
30s	 Private	 HS-grad	 Never-married	 Handlers-cleaners	 White	 Male	 United-States	 <=50K
50s	 ?	 Assoc-voc	 Married-civ-spouse	 ?	 White	 Male	 United-States	 >50K
30s	 Private	 Some-college	 Never-married	 Adm-clerical	 White	 Female	 United-States	 <=50K
40s	 Private	 HS-grad	 Married-civ-spouse	 Transport-moving	 White	 Male	 United-States	 <=50K
30s	 Self-emp-not-inc	 Some-college	 Separated	 Other-service	 White	 Female	 Cuba	 <=50K
30s	 Private	 Some-college	 Never-married	 Farming-fishing	 White	 Female	 United-States	 <=50K
40s	 Private	 Bachelors	 Married-civ-spouse	 Transport-moving	 White	 Male	 United-States	 <=50K
50s	 Self-emp-not-inc	 HS-grad	 Divorced	 Farming-fishing	 White	 Male	 United-States	 <=50K
40s	 Private	 HS-grad	 Divorced	 Sales	 White	 Female	 United-States	 <=50K
50s	 Private	 Bachelors	 Divorced	 Exec-managerial	 Amer-Indian-Eskimo	 Male	 United-States	 <=50K
10s	 Private	 Some-college	 Never-married	 Other-service	 White	 Female	 United-States	 <=50K
30s	 Private	 Some-college	 Married-civ-spouse	 Adm-clerical	 White	 Female	 United-States	 >50K
30s	 Private	 Some-college	 Married-civ-spouse	 Transport-moving	 White	 Male	 United-States	 <=50K
40s	 Private	 Some-college	 Separated	 Exec-managerial	 Black	 Male	 United-States	 <=50K
20s	 Private	 HS-grad	 Divorced	 Sales	 White	 Female	 United-States	 <=50K
30s	 Private	 HS-grad	 Separated	 Adm-clerical	 White	 Female	 United-States	 <=50K
20s	 State-gov	 Masters	 Never-married	 Prof-specialty	 White	 Female	 Germany	 <=50K
30s	 Private	 11th	 Never-married	 Other-service	 Amer-Indian-Eskimo	 Male	 United-States	 <=50K
40s	 Private	 HS-grad	 Divorced	 Other-service	 White	 Female	 United-States	 <=50K
40s	 Private	 Masters	 Never-married	 Prof-specialty	 White	 Female	 United-States	 <=50K
50s	 Self-emp-not-inc	 Bachelors	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 >50K
20s	 Private	 10th	 Divorced	 Sales	 White	 Female	 United-States	 <=50K
30s	 Private	 Some-college	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 >50K
10s	 ?	 10th	 Never-married	 ?	 White	 Male	 United-States	 <=50K
20s	 Self-emp-not-inc	 Bachelors	 Never-married	 Prof-specialty	 White	 Male	 United-States	 <=50K
30s	 Private	 7th-8th	 Married-civ-spouse	 Handlers-cleaners	 White	 Male	 United-States	 <=50K
30s	 Local-gov	 Bachelors	 Divorced	 Prof-specialty	 White	 Female	 United-States	 <=50K
20s	 Local-gov	 Masters	 Never-married	 Prof-specialty	 Asian-Pac-Islander	 Male	 Taiwan	 <=50K
10s	 Private	 12th	 Never-married	 Other-service	 White	 Female	 United-States	 <=50K
30s	 Private	 Bachelors	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 <=50K
20s	 Private	 Bachelors	 Never-married	 Adm-clerical	 White	 Female	 United-States	 <=50K
40s	 Private	 11th	 Married-civ-spouse	 Machine-op-inspct	 Black	 Female	 United-States	 <=50K
40s	 Private	 Bachelors	 Married-civ-spouse	 Prof-specialty	 White	 Male	 United-States	 >50K
40s	 Private	 Some-college	 Divorced	 Exec-managerial	 White	 Female	 United-States	 <=50K
40s	 Self-emp-inc	 Bachelors	 Married-civ-spouse	 Sales	 White	 Male	 United-States	 >50K
20s	 Private	 HS-grad	 Divorced	 Machine-op-inspct	 White	 Male	 United-States	 <=50K
20s	 Private	 Some-college	 Never-married	 Craft-repair	 White	 Male	 United-States	 <=50K
30s	 Private	 HS-grad	 Married-civ-spouse	 Handlers-cleaners	 White	 Male	 Mexico	 <=50K
20s	 Private	 HS-grad	 Never-married	 Craft-repair	 White	 Male	 United-States	 <=50K
20s	 Private	 HS-grad	 Never-married	 Farming-fishing	 White	 Male	 United-States	 <=50K
20s	 Private	 Some-college	 Never-married	 Other-service	 White	 Male	 United-States	 <=50K
40s	 Local-gov	 12th	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 <=50K
50s	 Self-emp-not-inc	 Some-college	 Married-civ-spouse	 Farming-fishing	 White	 Male	 United-States	 <=50K
20s	 Private	 Some-college	 Never-married	 Adm-clerical	 White	 Female	 United-States	 <=50K
30s	 Private	 Some-college	 Divorced	 Exec-managerial	 White	 Male	 United-States	 <=50K
20s	 State-gov	 Some-college	 Never-married	 Other-service	 White	 Male	 United-States	 <=50K
20s	 ?	 Some-college	 Never-married	 ?	 White	 Male	 United-States	 <=50K
40s	 State-gov	 Some-college	 Divorced	 Prof-specialty	 White	 Female	 United-States	 <=50K
20s	 Private	 Some-college	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 >50K
10s	 Private	 5th-6th	 Never-married	 Farming-fishing	 White	 Male	 Mexico	 <=50K
20s	 Private	 Some-college	 Married-civ-spouse	 Machine-op-inspct	 White	 Male	 United-States	 <=50K
30s	 Federal-gov	 HS-grad	 Divorced	 Adm-clerical	 White	 Female	 United-States	 <=50K
40s	 Private	 Some-college	 Married-civ-spouse	 Exec-managerial	 Asian-Pac-Islander	 Male	 United-States	 <=50K
50s	 Local-gov	 HS-grad	 Widowed	 Craft-repair	 Black	 Male	 United-States	 <=50K
30s	 Private	 Bachelors	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 >50K
50s	 Self-emp-not-inc	 HS-grad	 Married-spouse-absent	 Other-service	 White	 Female	 United-States	 <=50K
50s	 Private	 HS-grad	 Separated	 Sales	 Black	 Female	 United-States	 <=50K
30s	 Private	 HS-grad	 Married-civ-spouse	 Machine-op-inspct	 White	 Female	 United-States	 >50K
40s	 Private	 10th	 Widowed	 Machine-op-inspct	 White	 Male	 United-States	 <=50K
30s	 Private	 Bachelors	 Married-civ-spouse	 Sales	 White	 Male	 United-States	 >50K
30s	 ?	 HS-grad	 Never-married	 ?	 Black	 Male	 United-States	 <=50K
40s	 Private	 Bachelors	 Married-civ-spouse	 Exec-managerial	 Other	 Male	 Puerto-Rico	 <=50K
40s	 Self-emp-inc	 Bachelors	 Married-civ-spouse	 Sales	 White	 Male	 United-States	 <=50K
10s	 Private	 HS-grad	 Never-married	 Handlers-cleaners	 White	 Male	 United-States	 <=50K
30s	 Private	 Bachelors	 Never-married	 Prof-specialty	 Black	 Male	 United-States	 >50K
50s	 Federal-gov	 HS-grad	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 >50K
30s	 State-gov	 Assoc-acdm	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 <=50K
20s	 Private	 Some-college	 Never-married	 Other-service	 Black	 Female	 United-States	 <=50K
40s	 Private	 HS-grad	 Married-civ-spouse	 Handlers-cleaners	 Black	 Male	 United-States	 <=50K
20s	 Private	 Some-college	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 <=50K
40s	 Private	 Bachelors	 Married-civ-spouse	 Prof-specialty	 White	 Male	 United-States	 >50K
70s	 ?	 HS-grad	 Widowed	 ?	 Black	 Female	 United-States	 <=50K
30s	 Private	 HS-grad	 Married-civ-spouse	 Craft-repair	 White	 Male	 Germany	 <=50K
40s	 Private	 HS-grad	 Married-civ-spouse	 Adm-clerical	 White	 Male	 United-States	 >50K
40s	 Self-emp-not-inc	 Prof-school	 Married-civ-spouse	 Prof-specialty	 White	 Male	 United-States	 >50K
30s	 Self-emp-not-inc	 HS-grad	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 <=50K
40s	 Self-emp-not-inc	 Bachelors	 Married-civ-spouse	 Farming-fishing	 White	 Male	 United-States	 >50K
30s	 Private	 Bachelors	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 >50K
20s	 Private	 Assoc-acdm	 Married-civ-spouse	 Sales	 White	 Male	 United-States	 >50K
40s	 State-gov	 Bachelors	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 >50K
40s	 Self-emp-inc	 Some-college	 Married-civ-spouse	 Sales	 White	 Male	 United-States	 <=50K
50s	 Private	 HS-grad	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 >50K
50s	 Self-emp-not-inc	 HS-grad	 Married-civ-spouse	 Sales	 White	 Male	 El-Salvador	 >50K
30s	 Private	 Bachelors	 Married-civ-spouse	 Sales	 White	 Male	 United-States	 <=50K
30s	 Local-gov	 Bachelors	 Married-civ-spouse	 Prof-specialty	 White	 Female	 United-States	 >50K
30s	 Private	 Bachelors	 Never-married	 Sales	 White	 Female	 United-States	 >50K
20s	 Private	 Bachelors	 Never-married	 Exec-managerial	 White	 Female	 United-States	 <=50K
20s	 Private	 HS-grad	 Married-civ-spouse	 Handlers-cleaners	 White	 Male	 United-States	 <=50K
30s	 Private	 Some-college	 Married-civ-spouse	 Transport-moving	 White	 Male	 United-States	 <=50K
50s	 Local-gov	 Bachelors	 Married-civ-spouse	 Protective-serv	 White	 Male	 United-States	 >50K
10s	 Private	 10th	 Never-married	 Other-service	 White	 Male	 United-States	 <=50K
30s	 Self-emp-inc	 Assoc-acdm	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 >50K
30s	 Self-emp-not-inc	 HS-grad	 Never-married	 Sales	 Black	 Female	 United-States	 <=50K
20s	 Local-gov	 Bachelors	 Never-married	 Prof-specialty	 White	 Female	 United-States	 <=50K
30s	 Private	 HS-grad	 Married-civ-spouse	 Machine-op-inspct	 White	 Male	 United-States	 >50K
30s	 Self-emp-inc	 Doctorate	 Married-civ-spouse	 Prof-specialty	 Black	 Male	 United-States	 >50K
70s	 ?	 Some-college	 Widowed	 ?	 White	 Female	 United-States	 <=50K
20s	 Local-gov	 HS-grad	 Divorced	 Adm-clerical	 Amer-Indian-Eskimo	 Female	 United-States	 <=50K
20s	 Private	 Some-college	 Never-married	 Machine-op-inspct	 Black	 Female	 Jamaica	 <=50K
10s	 Private	 HS-grad	 Never-married	 Other-service	 White	 Male	 United-States	 <=50K
20s	 Private	 Bachelors	 Never-married	 Exec-managerial	 White	 Female	 United-States	 <=50K
20s	 Private	 HS-grad	 Never-married	 Craft-repair	 White	 Male	 United-States	 <=50K
20s	 Federal-gov	 Bachelors	 Never-married	 Exec-managerial	 White	 Female	 United-States	 <=50K
20s	 Private	 Some-college	 Never-married	 Sales	 Black	 Female	 United-States	 <=50K
40s	 Private	 5th-6th	 Married-civ-spouse	 Transport-moving	 White	 Male	 Mexico	 <=50K
40s	 Private	 Bachelors	 Married-civ-spouse	 Adm-clerical	 White	 Male	 United-States	 <=50K
30s	 Private	 Some-college	 Divorced	 Handlers-cleaners	 White	 Male	 United-States	 <=50K
40s	 Self-emp-not-inc	 Some-college	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 >50K
30s	 Private	 HS-grad	 Married-civ-spouse	 Adm-clerical	 Asian-Pac-Islander	 Male	 Vietnam	 <=50K
10s	 Self-emp-not-inc	 Some-college	 Never-married	 Other-service	 White	 Female	 United-States	 <=50K
30s	 Private	 9th	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 <=50K
20s	 Private	 HS-grad	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 <=50K
30s	 Private	 Some-college	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 <=50K
30s	 Private	 HS-grad	 Married-civ-spouse	 Transport-moving	 White	 Male	 United-States	 >50K
20s	 Private	 Bachelors	 Married-civ-spouse	 Other-service	 White	 Male	 United-States	 <=50K
60s	 Private	 Some-college	 Married-civ-spouse	 Protective-serv	 White	 Male	 United-States	 <=50K
50s	 Private	 HS-grad	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 >50K
30s	 Private	 10th	 Never-married	 Sales	 White	 Male	 Guatemala	 <=50K
50s	 Local-gov	 Bachelors	 Married-civ-spouse	 Prof-specialty	 White	 Male	 United-States	 <=50K
40s	 Private	 Some-college	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 <=50K
30s	 Federal-gov	 Some-college	 Never-married	 Craft-repair	 White	 Male	 United-States	 <=50K
40s	 Self-emp-not-inc	 Some-college	 Married-civ-spouse	 Exec-managerial	 Amer-Indian-Eskimo	 Male	 United-States	 <=50K
20s	 Private	 Some-college	 Separated	 Tech-support	 White	 Male	 United-States	 >50K
30s	 Private	 Bachelors	 Never-married	 Prof-specialty	 Black	 Female	 ?	 <=50K
20s	 Self-emp-not-inc	 Assoc-acdm	 Never-married	 Craft-repair	 White	 Male	 United-States	 <=50K
50s	 Self-emp-inc	 Assoc-voc	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 <=50K
40s	 Self-emp-not-inc	 HS-grad	 Separated	 Craft-repair	 White	 Male	 United-States	 <=50K
20s	 Local-gov	 HS-grad	 Never-married	 Other-service	 White	 Male	 United-States	 <=50K
20s	 Private	 Bachelors	 Married-civ-spouse	 Other-service	 Black	 Male	 United-States	 <=50K
40s	 Private	 HS-grad	 Married-civ-spouse	 Prof-specialty	 White	 Male	 United-States	 <=50K
30s	 Private	 HS-grad	 Married-civ-spouse	 Handlers-cleaners	 White	 Male	 United-States	 <=50K
30s	 Private	 Some-college	 Divorced	 Craft-repair	 White	 Male	 United-States	 <=50K
40s	 Private	 HS-grad	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 <=50K
40s	 Private	 Some-college	 Married-civ-spouse	 Craft-repair	 Black	 Male	 United-States	 >50K
40s	 Private	 11th	 Married-civ-spouse	 Transport-moving	 White	 Male	 United-States	 <=50K
50s	 Self-emp-not-inc	 Bachelors	 Married-civ-spouse	 Sales	 White	 Male	 United-States	 <=50K
50s	 Private	 HS-grad	 Married-civ-spouse	 Machine-op-inspct	 White	 Male	 United-States	 >50K
30s	 Private	 10th	 Married-civ-spouse	 Transport-moving	 White	 Male	 United-States	 <=50K
40s	 Private	 HS-grad	 Married-civ-spouse	 Handlers-cleaners	 White	 Male	 United-States	 >50K
70s	 ?	 Doctorate	 Married-civ-spouse	 ?	 White	 Male	 United-States	 >50K
20s	 Private	 HS-grad	 Divorced	 Other-service	 White	 Female	 United-States	 <=50K
30s	 Private	 HS-grad	 Separated	 Transport-moving	 White	 Male	 United-States	 <=50K
50s	 Self-emp-not-inc	 Some-college	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 <=50K
40s	 Private	 Assoc-acdm	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 >50K
20s	 Private	 Assoc-acdm	 Never-married	 Exec-managerial	 White	 Male	 United-States	 <=50K
10s	 Private	 Some-college	 Never-married	 Tech-support	 White	 Male	 United-States	 <=50K
30s	 Private	 Bachelors	 Married-civ-spouse	 Prof-specialty	 White	 Male	 United-States	 >50K
10s	 Private	 11th	 Never-married	 Handlers-cleaners	 White	 Male	 United-States	 <=50K
20s	 Private	 Bachelors	 Never-married	 Sales	 Asian-Pac-Islander	 Male	 Taiwan	 <=50K
20s	 Private	 Bachelors	 Never-married	 Sales	 White	 Male	 United-States	 <=50K
20s	 Private	 Bachelors	 Never-married	 Prof-specialty	 White	 Female	 United-States	 <=50K
20s	 Self-emp-not-inc	 Some-college	 Never-married	 Adm-clerical	 White	 Female	 Germany	 <=50K
60s	 Self-emp-not-inc	 Assoc-voc	 Married-civ-spouse	 Farming-fishing	 White	 Male	 United-States	 <=50K
40s	 Private	 HS-grad	 Divorced	 Priv-house-serv	 White	 Female	 Ecuador	 <=50K
20s	 Private	 Some-college	 Never-married	 Other-service	 Asian-Pac-Islander	 Female	 Vietnam	 <=50K
40s	 Private	 HS-grad	 Married-civ-spouse	 Adm-clerical	 White	 Male	 United-States	 <=50K
30s	 Private	 HS-grad	 Married-civ-spouse	 Transport-moving	 White	 Male	 United-States	 <=50K
20s	 Private	 HS-grad	 Married-civ-spouse	 Machine-op-inspct	 White	 Female	 United-States	 <=50K
40s	 Local-gov	 Masters	 Never-married	 Prof-specialty	 White	 Female	 United-States	 >50K
20s	 Private	 10th	 Never-married	 Sales	 White	 Male	 El-Salvador	 <=50K
30s	 Private	 Assoc-voc	 Divorced	 Adm-clerical	 Black	 Female	 United-States	 <=50K
60s	 Private	 HS-grad	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 >50K
50s	 Private	 11th	 Never-married	 Other-service	 Black	 Female	 United-States	 <=50K
20s	 Self-emp-not-inc	 Assoc-acdm	 Married-civ-spouse	 Transport-moving	 White	 Male	 United-States	 >50K
30s	 Private	 HS-grad	 Never-married	 Transport-moving	 White	 Male	 United-States	 <=50K
50s	 Private	 Bachelors	 Separated	 Adm-clerical	 White	 Male	 United-States	 <=50K
60s	 ?	 10th	 Divorced	 ?	 White	 Female	 United-States	 <=50K
20s	 Private	 HS-grad	 Never-married	 Other-service	 White	 Female	 United-States	 <=50K
30s	 Self-emp-not-inc	 HS-grad	 Married-civ-spouse	 Farming-fishing	 White	 Male	 United-States	 <=50K
20s	 Private	 HS-grad	 Never-married	 Adm-clerical	 White	 Female	 United-States	 <=50K
30s	 Private	 HS-grad	 Never-married	 Handlers-cleaners	 White	 Male	 United-States	 <=50K
30s	 Self-emp-inc	 Prof-school	 Married-civ-spouse	 Prof-specialty	 White	 Male	 United-States	 >50K
40s	 Private	 Some-college	 Divorced	 Handlers-cleaners	 Amer-Indian-Eskimo	 Female	 United-States	 <=50K
40s	 Federal-gov	 Assoc-acdm	 Never-married	 Adm-clerical	 White	 Female	 United-States	 <=50K
20s	 Private	 Some-college	 Married-civ-spouse	 Exec-managerial	 White	 Female	 United-States	 >50K
40s	 Private	 9th	 Married-civ-spouse	 Machine-op-inspct	 White	 Female	 United-States	 >50K
20s	 Private	 HS-grad	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 <=50K
20s	 Private	 Some-college	 Never-married	 Sales	 White	 Male	 United-States	 <=50K
50s	 Private	 HS-grad	 Married-civ-spouse	 Adm-clerical	 White	 Male	 United-States	 <=50K
50s	 Private	 Some-college	 Widowed	 Exec-managerial	 White	 Female	 United-States	 <=50K
50s	 Private	 Bachelors	 Married-civ-spouse	 Adm-clerical	 White	 Male	 Mexico	 <=50K
60s	 Private	 Doctorate	 Married-civ-spouse	 Prof-specialty	 White	 Male	 United-States	 >50K
50s	 Federal-gov	 Some-college	 Divorced	 Adm-clerical	 White	 Male	 United-States	 <=50K
20s	 Self-emp-not-inc	 HS-grad	 Divorced	 Farming-fishing	 White	 Male	 United-States	 <=50K
20s	 Private	 Assoc-voc	 Never-married	 Machine-op-inspct	 White	 Female	 United-States	 <=50K
30s	 Private	 Bachelors	 Divorced	 Exec-managerial	 White	 Female	 United-States	 >50K
20s	 Private	 Assoc-voc	 Never-married	 Prof-specialty	 White	 Female	 Canada	 <=50K
30s	 Private	 Assoc-voc	 Divorced	 Other-service	 Black	 Female	 United-States	 <=50K
20s	 Private	 Some-college	 Never-married	 Handlers-cleaners	 Black	 Male	 Outlying-US(Guam-USVI-etc)	 <=50K
60s	 Private	 HS-grad	 Married-civ-spouse	 Transport-moving	 White	 Male	 United-States	 >50K
20s	 Self-emp-not-inc	 12th	 Divorced	 Other-service	 White	 Female	 United-States	 <=50K
20s	 Private	 HS-grad	 Never-married	 Sales	 Asian-Pac-Islander	 Female	 Philippines	 <=50K
40s	 ?	 Assoc-acdm	 Divorced	 ?	 White	 Male	 United-States	 <=50K
60s	 State-gov	 Some-college	 Married-civ-spouse	 Transport-moving	 White	 Male	 United-States	 <=50K
10s	 Private	 HS-grad	 Never-married	 Protective-serv	 White	 Male	 United-States	 <=50K
40s	 Private	 Assoc-voc	 Divorced	 Other-service	 White	 Female	 ?	 <=50K
30s	 Private	 Some-college	 Married-civ-spouse	 Other-service	 White	 Female	 United-States	 <=50K
20s	 State-gov	 Masters	 Married-spouse-absent	 Prof-specialty	 Asian-Pac-Islander	 Female	 China	 <=50K
40s	 Private	 HS-grad	 Divorced	 Exec-managerial	 White	 Female	 United-States	 <=50K
20s	 Private	 Bachelors	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 >50K
20s	 Private	 HS-grad	 Never-married	 Craft-repair	 White	 Male	 United-States	 <=50K
60s	 State-gov	 10th	 Divorced	 Other-service	 Black	 Female	 United-States	 <=50K
20s	 Private	 Some-college	 Never-married	 Sales	 White	 Female	 United-States	 <=50K
10s	 Private	 Some-college	 Never-married	 Other-service	 White	 Female	 ?	 <=50K
50s	 Private	 HS-grad	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 <=50K
